variable_name,actions,week
Object sizes/default/3xl-objectSize,0,2025-01-05
Object sizes/default/4xl-objectSize,0,2025-01-05
border/interactive,0,2025-01-05
background/primary,0,2025-01-05
background/default,0,2025-01-05
border/negative,0,2025-01-05
border-radius/l,0,2025-01-05
text/primary,0,2025-01-05
border/positive,0,2025-01-05
border-width/s,0,2025-01-05
border/secondary,0,2025-01-05
text/negative,0,2025-01-05
border-radius/s,0,2025-01-05
spacing/l,0,2025-01-05
spacing/2xs,0,2025-01-05
background/brand,0,2025-01-05
Object sizes/default/lg-objectSize,0,2025-01-05
background/negative,0,2025-01-05
Object sizes/interactive/lg-objectSize,0,2025-01-05
background/tertiary,0,2025-01-05
background/secondary,0,2025-01-05
Object sizes/interactive/sm-objectSize,0,2025-01-05
border-width/m,0,2025-01-05
spacing/s,0,2025-01-05
text/inverse,0,2025-01-05
border/primary,0,2025-01-05
spacing/3xs,0,2025-01-05
Object sizes/default/2xl-objectSize,0,2025-01-05
background/sale,0,2025-01-05
Object sizes/interactive/3xl-objectSize,0,2025-01-05
background/overlay,0,2025-01-05
text/sale,0,2025-01-05
Object sizes/default/sm-objectSize,0,2025-01-05
text/positive,0,2025-01-05
spacing/2xl,0,2025-01-05
Object sizes/interactive/xl-objectSize,0,2025-01-05
Object sizes/default/xl-objectSize,0,2025-01-05
opacity/disabled,0,2025-01-05
spacing/m,0,2025-01-05
spacing/none,0,2025-01-05
Object sizes/default/xs-objectSize,0,2025-01-05
border-radius/rounded,0,2025-01-05
spacing/xs,0,2025-01-05
text/secondary,0,2025-01-05
background/positive,0,2025-01-05
text/brand,0,2025-01-05
Object sizes/interactive/6xl-objectSize,0,2025-01-05
Object sizes/default/6xl-objectSize,0,2025-01-05
Object sizes/interactive/2xl-objectSize,0,2025-01-05
border-radius/none,0,2025-01-05
border-width/l,0,2025-01-05
border-radius/m,0,2025-01-05
