component_name,component_set_name,file_name,instances
"Buttons=Horizontal, Visual=Zingdings",Tooltip,Unknown File,0
Icon - Watering Can,,Unknown File,0
Icon - Travel Bag,,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Platform=App, State=Loading",Icon button - Add to bag,Unknown File,0
Icon - Portrait Acne,,Unknown File,0
Icon - Chemicals,,Unknown File,0
Icon - Swimwear (Kids - Boys),,Unknown File,0
"Buttons=None, Visual=Icon",Tooltip,Unknown File,0
"State=Default, Label=Yes, Optional=Off, Message=Success, Icon=None",Text input,Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Hover (Web), Icon=True, Chevron=True",List - Item (Default),Unknown File,0
Platform=Android,Status bar,Unknown File,0
"Buttons=Single, Visual=Icon",Tooltip,Unknown File,0
Icon - Ties,,Unknown File,0
Icon - Underwear (Nightwear - Kids),,Unknown File,0
"Type=Category, Platform=Android, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,Unknown File,0
Icon - Eye Line,,Unknown File,0
Icon - Face Negative (Filled),,Unknown File,0
"Type=Filter, Platform=Android, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,Unknown File,0
"Direction=Horizontal, Text=2 Rows, State=Selected, Type=Icon",Progress Stepper,Unknown File,0
Icon - Tech Audio,,Unknown File,0
State=Selected,Reminder button,Unknown File,0
Icon - Shoes (Soccer),,Unknown File,0
"State=Hover, Label=Yes, Optional=Off, Message=None, Icon=Trailing",Text input,Unknown File,0
"States=Selected, Type=Icon, Orientation=Vertical, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Platform=App, Size=Small (40x40), Outline=No, State=Selected",Icon button - Wishlist,Unknown File,0
"Direction=Vertical, Text=2 Rows, State=Selected, Type=Number",Progress Stepper,Unknown File,0
"States=Completed, Type=Number, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Panel=Default, State=Expanded, Optional=Off, Subtext=Off, Static content=Off",Panel,Unknown File,0
"Type=Switch, Lines=Single, State=Selected, With icon=No",🚧 [DEPRECATED] List - Controls,Unknown File,0
Icon - Shoes (Mules),,Unknown File,0
Icon - Bottle Dashed,,Unknown File,0
"State=Default, Label=Yes, Optional=On, Message=Informative, Icon=None",Text input,Unknown File,0
Icon - CVC (line),,Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Type=Color Swatch, State=Default",Dropdown Trigger (default),Unknown File,0
"State=Disabled, Platform=Web",Filter Dropdown Trigger,Unknown File,0
Icon - Two in One,,Unknown File,0
"Direction=Vertical, Text=2 Rows, State=Selected, Type=Icon",Progress Stepper,Unknown File,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Type=Default, State=Disabled, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Disabled, Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Platform=App, State=Selected",Icon button - Reminder,Unknown File,0
"Direction=Horizontal, Text=2 Rows, State=Selected, Type=Number",Progress Stepper,Unknown File,0
Icon - Shoes (Crawlers - Kids),,Unknown File,0
"State=Selected Hover (Web only), Platform=Web",Filter Dropdown Trigger,Unknown File,0
"State=Hover, Badge=Yes",Dropdown Icon Trigger,Unknown File,0
Icon - Chemicals Drop,,Unknown File,0
Icon - Yin Yang,,Unknown File,0
"Type=Follow, State=Selected",List - Controls,Unknown File,0
"Platform=Web, Type=Success, Icon (Optional)=On, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,Unknown File,0
Icon - Pin (Filled),,Unknown File,0
"State=Default, Label=Yes, Optional=Off, Message=Error, Icon=Leading",Text input,Unknown File,0
Icon - Face Neutral (Filled),,Unknown File,0
"Type=Filter, Platform=Android, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
Icon - Underwear (Multipacks - Men),,Unknown File,0
"Platform=Mobile/App, Link color=White, Overlay=On",Embedded Navigation,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,Unknown File,0
Breakpoints=480 - 767,Footer,Unknown File,0
"Platform=Web, Type=Error, Icon (Optional)=Off, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,Unknown File,0
"Platform=Web, Type=Success, Icon (Optional)=Off, Text link (Optional)=On",🚧 [DEPRECATED] Notifications,Unknown File,0
Icon - Underwear (Boxer shorts - Men),,Unknown File,0
Country=Hungary (HU),Country flag,Unknown File,0
"Breakpoint=375 (Mobile), Size=Small, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Platform=App, State=Disabled",Icon button - Trade-in,Unknown File,0
Icon - Golf,,Unknown File,0
"Type=Filter, Platform=iOS, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,Unknown File,0
Icon - Portrait Dark Spots,,Unknown File,0
Icon - Accessories (Shoes),,Unknown File,0
"Expanded=Off, State=Hover (web), Style=Bold",Accordion (Default),Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Informative, Icon=None",Text input,Unknown File,0
Icon - Suits (Kids),,Unknown File,0
"State=Deselected, Description=On, Message=Informative",🚧 [DEPRECATED] Radio button,Unknown File,0
"State=Hover, Type=Swatch",🚧 [DEPRECATED] Selector,Unknown File,0
"Platform=Android, CTA Length=Long, Intention=Ping",Dialog (App),Unknown File,0
Icon - Underwear (Bodies - Women),,Unknown File,0
"State=Active, Optional=Yes, Message=None",Text area,Unknown File,0
Icon - Life Ring,,Unknown File,0
"Type=Category, Platform=Desktop, State=Focused (Filled)",🚧 [DEPRECATED] Search bar,Unknown File,0
"Type=Category, Platform=Mobile web, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
"Buttons=Vertical, Visual=None",Tooltip,Unknown File,0
"Breakpoint=375 (Mobile), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
Icon - Beanie,,Unknown File,0
"Left action=None, Action=Text action",Top bar (iOS),Unknown File,0
Icon - CVC Dots Back,,Unknown File,0
"Platform=Web, Type=Default, Icon (Optional)=On, Text link (Optional)=Off",🚧 [DEPRECATED] Notifications,Unknown File,0
Icon - model sparkle,,Unknown File,0
Icon - Face Mask,,Unknown File,0
"Direction=Vertical, Text=1 Row, State=Inactive, Type=Number",Progress Stepper,Unknown File,0
Icon - Handball,,Unknown File,0
"Platform=Desktop, Link color=White, Overlay=On",Embedded Navigation,Unknown File,0
"Type=Default, State=Selected w/Badge",Selector,Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=True",List - Item (Default),Unknown File,0
Icon - Cooking Pot,,Unknown File,0
"Platform=Web, State=Selected",Icon button - Reminder,Unknown File,0
"Platform=Android, Type=Icon link, State=Default, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Type=Icon, State=Default",Dropdown Trigger (default),Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
Type=Horizontal,Checkbox group,Unknown File,0
"State=Active, Label=No, Optional=Off, Message=None, Icon=None",Text input,Unknown File,0
"Breakpoint=768 (Tablet), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
Icon - Earrings,,Unknown File,0
Icon - Windproof,,Unknown File,0
Icon - Hairband,,Unknown File,0
Icon - Underwear (Bra - Wire),,Unknown File,0
"States=Selected, Type=Icon, Orientation=Vertical, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
Icon - Eye Wrinkles,,Unknown File,0
Icon - Cufflinks,,Unknown File,0
Icon - Bracelet,,Unknown File,0
"Active=Active, Size=Large",Plus Points Logo,Unknown File,0
"State=Default, Label=No, Optional=Off, Message=Informative, Icon=Leading",Text input,Unknown File,0
"Type=Tertiary, State=Loading, Size=Small",Button,Unknown File,0
"Platform=Android, Type=Icon link, State=Default, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Panel=Default, State=Collapsed, Optional=On, Subtext=On, Static content=Off",Panel,Unknown File,0
Icon - Reflective elements,,Unknown File,0
"Platform=Web, Type=Icon, Size=Large, State=Hover",Link,Unknown File,0
"State=Default, Optional=No, Message=Error",Text area,Unknown File,0
"State=Disabled, Size=Medium",Text buttons,Unknown File,0
Colour=Black,🚧 [DEPRECATED] Plus Loyalty,Unknown File,0
Colour=White,🚧 [DEPRECATED] Zalando Plus Pill Logo,Unknown File,0
"Viewport=Android, Selected tab=Wishlist",Navigation bar,Unknown File,0
"Type=Category, Platform=iOS, State=Focused filled",Search bar,Unknown File,0
Icon - Swimwear (Kids - Girls),,Unknown File,0
Icon - Nose Blackheads,,Unknown File,0
Icon - Shoes (Loafers),,Unknown File,0
"Platform=Web, State=Transient",Icon button - Add to bag,Unknown File,0
"State=Active, Label=Yes, Optional=On, Message=None, Icon=None",Text input,Unknown File,0
Icon - Pumpkin,,Unknown File,0
"State=Disabled, Type=Swatch",🚧 [DEPRECATED] Selector,Unknown File,0
"Type=Tertiary, State=Pressed, Size=Default",Button,Unknown File,0
Icon - Wheelchair,,Unknown File,0
"State=Disabled, Label=Yes, Optional=Off, Message=None, Icon=Trailing",Text input,Unknown File,0
Icon - Carafe,,Unknown File,0
Icon - Underwear (Kids),,Unknown File,0
"Type=Secondary, State=Pressed, Size=Default",Button,Unknown File,0
Icon - Shoes (Wide Fit),,Unknown File,0
"Type=Single/Multi-select, Lines=Multi, State=Disabled, With icon=Yes",🚧 [DEPRECATED] List - Controls,Unknown File,0
"Type=Follow, State=Deselected",List - Controls,Unknown File,0
"Type=List Item, Lines=One, Style=Regular, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Platform=App, Outline=On, State=Mute",Icon button - Mute sound,Unknown File,0
"Type=Tertiary, State=Focus, Size=Default",Button,Unknown File,0
"Platform=App, Outline=On, State=Unmute",Icon button - Mute sound,Unknown File,0
Icon - Underwear (Shapewear - Women),,Unknown File,0
Icon - Helmet compatible,,Unknown File,0
"Viewport=Android, Selected tab=Categories",Navigation bar,Unknown File,0
"States=Completed, Type=Icon, Orientation=Horizontal, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"State=Selected, Label=Yes, Optional=On, Message=None, Icon=Leading",Text input,Unknown File,0
"Type=Tertiary, State=Pressed, Size=Small",Button,Unknown File,0
"Platform=Web, Size=Small (40x40), Outline=No, State=Selected",Icon button - Wishlist,Unknown File,0
"Platform=Web, Type=Navigation link, State=Pressed, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
Icon - Underwear (Briefs - Women),,Unknown File,0
Icon - Underwear (Corsets - Women),,Unknown File,0
Icon - Leggings,,Unknown File,0
Icon - Smartwatch,,Unknown File,0
"States=Selected, Type=Number, Orientation=Vertical, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Direction=Vertical, Text=1 Row, State=Completed, Type=Number",Progress Stepper,Unknown File,0
Icon - YouTube,,Unknown File,0
Icon - Underwear (Multipacks - Women),,Unknown File,0
Icon - Hypoallergenic,,Unknown File,0
Icon - Wind resistant,,Unknown File,0
Icon - Shoes (Thong Sandals),,Unknown File,0
"Type=Swatch, State=Selected w/Badge",Selector,Unknown File,0
"States=Selected, Type=Icon, Orientation=Horizontal, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Type=Filter, Platform=Desktop, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
"Type=Tertiary, State=Focus, Size=Small",Button,Unknown File,0
Icon - Bag Recycle,,Unknown File,0
"Type=Category, Platform=Android, State=Focused filled",Search bar,Unknown File,0
"Platform=Web, Type=Standard, Size=Small, State=Hover",Link,Unknown File,0
Icon - Windows,,Unknown File,0
"State=Disabled, Platform=App & mWeb",Filter Dropdown Trigger,Unknown File,0
Icon - Underwear (Slips - Men),,Unknown File,0
Icon - Underwear (Multipack - Kids),,Unknown File,0
"Left action=Close (X), Number of titles=1, Right Action=1 icon",Top bar (Android),Unknown File,0
"Range=Low, State=Default",Range slider,Unknown File,0
Icon - Underwear (Suspenders - Women),,Unknown File,0
Icon - Underwear (Gstring - Women),,Unknown File,0
"Platform=Web, Type=Standard, Size=Medium, State=Hover",Link,Unknown File,0
Icon - Water Glass,,Unknown File,0
"Breakpoint=768 (Tablet), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
Icon - Waterproof Zipper,,Unknown File,0
"Platform=Web, Size=Large (48x48), Outline=No, State=Hover",Icon button - Wishlist,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Platform=Web, Size=Small (40x40), Outline=No, State=Hover",Icon button - Wishlist,Unknown File,0
"Type=Filter, Platform=iOS, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
Icon - Taped seams,,Unknown File,0
"Viewport=iOS: 320-374, Selected tab=Bag",Navigation bar,Unknown File,0
"Type=Secondary, State=Focus, Size=Default",Button,Unknown File,0
"States=Completed, Type=Number, Orientation=Horizontal, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"State=Disabled, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,Unknown File,0
"States=Disabled, Type=Number, Orientation=Vertical, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"State=Default, Optional=Yes, Message=Informative",Text area,Unknown File,0
"Breakpoint=480 (Phablet), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Expanded=On, State=Hover (web), Style=Bold",Accordion (Default),Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Direction=Vertical, Text=None, State=Selected, Type=Icon",Progress Stepper,Unknown File,0
"Type=Filter, Platform=Mobile web, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
"Type=Category, Platform=Android, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
"Expanded=Off, State=Hover (web), Style=Regular",Accordion (Default),Unknown File,0
"Expanded=On, State=Hover (web), Style=Regular",Accordion (Default),Unknown File,0
Type=10. Four By Five,Image ratio,Unknown File,0
"Platform=Web, Type=Standard link, State=Pressed, Size=Small",🚧 [DEPRECATED] Link,Unknown File,0
"Type=Default, State=Disabled",Dropdown Trigger (default),Unknown File,0
"Platform=Web, Type=Icon link, State=Disabled, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"States=Selected, Type=Icon, Orientation=Vertical, Text=One",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Breakpoint=1024 (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=One, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Direction=Vertical, Text=1 Row, State=Selected, Type=Number",Progress Stepper,Unknown File,0
"Breakpoint=375 (Mobile), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"State=Deselected, Description=On, Message=Error",🚧 [DEPRECATED] Radio button,Unknown File,0
"State=Default, Optional=No, Message=Informative",Text area,Unknown File,0
"Viewport=Android, Selected tab=Bag",Navigation bar,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=One, Style=Bold, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Type=List Item, Lines=One, Style=Bold, States=Hover (Web), Icon=True, Chevron=True",List - Item (Default),Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=Three, Style=Bold, States=Default, Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Platform=Android, CTA Length=Long, Intention=Inform",Dialog (App),Unknown File,0
"Breakpoint=480 (Phablet), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=Two, Style=Bold, States=Hover (Web), Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Expanded=Off, State=Pressed, Style=Bold",Accordion (Default),Unknown File,0
"Level=4 Superstar, Size=Medium",Plus Levels Logo,Unknown File,0
"Platform=Web, Type=Navigation link, State=Disabled, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Viewport=iOS: 320-374, Selected tab=Wishlist",Navigation bar,Unknown File,0
"State=Selected, Optional=No, Message=None",Text area,Unknown File,0
"Type=Category, Platform=Desktop, State=Focused (Empty)",🚧 [DEPRECATED] Search bar,Unknown File,0
Icons - View Items,,Unknown File,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=On, Static content=Off",Panel,Unknown File,0
"State=Hover, Optional=No, Message=None",Text area,Unknown File,0
"Expanded=Off, State=Focus (web), Style=Bold",Accordion (Default),Unknown File,0
Icon - Footprint Toes,,Unknown File,0
Icon - Bum Bag,,Unknown File,0
Platform=Web,Icon button - More,Unknown File,0
"Type=🚧 [DEPRECATED] Logo, Lines=One, Style=Bold, States=Hover (Web), Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Left action=Back (Arrow), Number of titles=2, Right Action=Text action",Top bar (Android),Unknown File,0
"Type=Color swatch, State=Default, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
Icon - Pin (Outlined),,Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"States=Completed, Type=Number, Orientation=Vertical, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"State=Disabled, Optional=No, Message=None",Text area,Unknown File,0
"Direction=Vertical, Text=None, State=Inactive, Type=Icon",Progress Stepper,Unknown File,0
"Type=Read (Static), State=Disabled",Rating stars,Unknown File,0
Icon - Hanger Sparkle,,Unknown File,0
"Panel=Default, State=Expanded, Optional=On, Subtext=Off, Static content=Off",Panel,Unknown File,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=Off, Static content=On",Panel,Unknown File,0
"Direction=Horizontal, Text=1 Row, State=Completed, Type=Number",Progress Stepper,Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Disabled, Icon=False, Chevron=True",List - Item (Default),Unknown File,0
"Type=Default, State=Active, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"State=Hover, Label=Yes, Optional=Off, Message=None, Icon=None",Text input,Unknown File,0
"Type=Default, State=Default, Label=Off, Optional=No, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Color swatch, State=Selected, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
Icon - CVC Dots Front,,Unknown File,0
"Expanded=on, Level=Level 2, State=Default",Accordion (Large),Unknown File,0
"State=Default, Label=Yes, Optional=On, Message=Error, Icon=None",Text input,Unknown File,0
Country=Slovenia (SI),Country flag,Unknown File,0
"Platform=App, State=Disabled",Icon button - Trade-in,Unknown File,0
"Platform=Web, Type=Navigation link, State=Pressed, Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
"Type=Default, State=Hover, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Platform=Web, Type=Navigation, Size=Small, State=Hover",Link,Unknown File,0
"Platform=Android, CTA Length=Short, Intention=Ping",Dialog (App),Unknown File,0
"Direction=Horizontal, Text=1 Row, State=Inactive, Type=Number",Progress Stepper,Unknown File,0
"Panel=Default, State=Expanded, Optional=On, Subtext=On, Static content=Off",Panel,Unknown File,0
"Left action=Close (X), Number of titles=1, Right Action=Text action",Top bar (Android),Unknown File,0
"Platform=App, State=Pressed",Icon button - Add to bag,Unknown File,0
"Expanded=Off, State=Pressed, Style=Regular",Accordion (Default),Unknown File,0
"Expanded=Off, State=Disabled, Style=Bold",Accordion (Default),Unknown File,0
"Type=Default, State=Default, Label=Off, Optional=No, Message=Error",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Left action=Close (X), Number of titles=2, Right Action=2 icons",Top bar (Android),Unknown File,0
"Expanded=On, State=Disabled, Style=Regular",Accordion (Default),Unknown File,0
"Expanded=Off, State=Focus (web), Style=Regular",Accordion (Default),Unknown File,0
"Expanded=On, State=Focus (web), Style=Regular",Accordion (Default),Unknown File,0
Platform=iOS: iPhone 8,Keyboard,Unknown File,0
"Expanded=Off, State=Disabled, Style=Regular",Accordion (Default),Unknown File,0
"Expanded=On, State=Pressed, Style=Bold",Accordion (Default),Unknown File,0
"Expanded=On, State=Disabled, Style=Bold",Accordion (Default),Unknown File,0
"Type=List Item, Lines=One, Style=Regular, States=Disabled, Icon=True, Chevron=False",List - Item (Default),Unknown File,0
"Expanded=On, State=Pressed, Style=Regular",Accordion (Default),Unknown File,0
Colour=White,🚧 [DEPRECATED] Zalando Plus Pill Logo,Unknown File,0
"Expanded=On, State=Focus (web), Style=Bold",Accordion (Default),Unknown File,0
"Checked=On, State=Hover (web)",Checkbox,Unknown File,0
Icon - Key Chain,,Unknown File,0
"Type=Color swatch, State=Default, Label=Off, Optional=No, Message=Informative",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Color swatch, State=Default, Label=Off, Optional=No, Message=Error",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"State=Default, Optional=Yes, Message=Error",Text area,Unknown File,0
"Type=Color swatch, State=Hover, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Color swatch, State=Active, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
State=Disabled,.Breadcrumb link,Unknown File,0
"State=Selected, Description=On, Message=Error",🚧 [DEPRECATED] Radio button,Unknown File,0
"Type=Color swatch, State=Disabled, Label=Off, Optional=No, Message=None",🚧 [DEPRECATED] Dropdown Trigger (Default),Unknown File,0
"Type=Single/Multi-select, Lines=Single, State=Disabled, With icon=No",🚧 [DEPRECATED] List - Controls,Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Disabled, Icon=False, Chevron=False",List - Item (Default),Unknown File,0
"Orientation=Vertical, State=Paused",Video (Web),Unknown File,0
"Level=3 Star, Size=Medium",Plus Levels Logo,Unknown File,0
"Orientation=Vertical, State=Playing",Video (Web),Unknown File,0
"Left action=Close (X), Number of titles=2, Right Action=1 icon",Top bar (Android),Unknown File,0
"Type=Filter, Platform=mWeb, State=Focused empty",Search bar,Unknown File,0
"Breakpoint=480 (Phablet), Size=Medium, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"With icon=False, State=Selected, Size=Small",Follow button,Unknown File,0
"State=Selected, Description=On, Message=Informative",🚧 [DEPRECATED] Radio button,Unknown File,0
"With icon=True, State=Disabled, Size=Default",Follow button,Unknown File,0
"Left action=Close (X), Number of titles=2, Right Action=Text action",Top bar (Android),Unknown File,0
"Left action=Back (Arrow), Number of titles=2, Right Action=2 icons",Top bar (Android),Unknown File,0
"Breakpoint=1024 (Desktop), Size=Medium, Header (Optional)=Off, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Platform=Web, Size=Large (48x48), Outline=Yes, State=Hover",Icon button - Wishlist,Unknown File,0
Color=White,🚧 [DEPRECATED] Zalando Plus Pill Logo (Wordmark),Unknown File,0
"Platform=Android, CTA Length=Short, Intention=Inform",Dialog (App),Unknown File,0
"Type=Write (Interactive), State=Disabled",Rating stars,Unknown File,0
"Left action=Close (X), Number of titles=2, Right Action=None",Top bar (Android),Unknown File,0
"State=Selected, Label=Yes, Optional=On, Message=None, Icon=Trailing",Text input,Unknown File,0
"Viewport=iOS: 320-374, Selected tab=Categories",Navigation bar,Unknown File,0
"States=Completed, Type=Icon, Orientation=Vertical, Text=Two",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Level=3 Star, Size=Large",Plus Levels Logo,Unknown File,0
"State=Selected, Label=Yes, Optional=On, Message=None, Icon=None",Text input,Unknown File,0
"Platform=Web, Type=Icon link, State=Focus (web), Size=Large",🚧 [DEPRECATED] Link,Unknown File,0
Color=Black,🚧 [DEPRECATED] Zalando Plus Pill Logo (Wordmark),Unknown File,0
"Type=List Item, Lines=Three, Style=Bold, States=Disabled, Icon=True, Chevron=True",List - Item (Default),Unknown File,0
"Type=List Item, Lines=Two, Style=Bold, States=Hover (Web), Icon=True, Chevron=True",List - Item (Default),Unknown File,0
"State=Active, Label=No, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
Icon - Graduation hat,,Unknown File,0
"Breakpoint=1280+ (Desktop), Size=Small, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=Off",Dialog (Web),Unknown File,0
"Platform=Web, Type=Standard link, State=Pressed, Size=Medium",🚧 [DEPRECATED] Link,Unknown File,0
"State=Hover, Label=Yes, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
"Left action=Close (X), Number of titles=2, Right Action=3 icons",Top bar (Android),Unknown File,0
"States=Completed, Type=Icon, Orientation=Vertical, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Platform=Web, Type=Standard, Size=Large, State=Hover",Link,Unknown File,0
"States=Disabled, Type=Icon, Orientation=Vertical, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Platform=Web, Type=Navigation, Size=Small, State=Default",Link,Unknown File,0
"States=Disabled, Type=Number, Orientation=Vertical, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Type=Switch, Lines=Single, State=Disabled, With icon=No",🚧 [DEPRECATED] List - Controls,Unknown File,0
"States=Completed, Type=Number, Orientation=Vertical, Text=None (Zero)",🚧 [DEPRECATED] Progress Stepper,Unknown File,0
"Left action=Close (X), Number of titles=1, Right Action=3 icons",Top bar (Android),Unknown File,0
"Direction=Vertical, Text=1 Row, State=Selected, Type=Icon",Progress Stepper,Unknown File,0
"Panel=Default, State=Collapsed, Optional=Off, Subtext=On, Static content=On",Panel,Unknown File,0
"State=Disabled, Label=Yes, Optional=On, Message=None, Icon=Leading",Text input,Unknown File,0
"State=Selected, Label=Yes, Optional=Off, Message=None, Icon=Leading",Text input,Unknown File,0
"Breakpoint=768 (Tablet), Size=Large, Header (Optional)=On, Title (Optional)=On, Footer (Optional)=On",Dialog (Web),Unknown File,0
"Left action=Close (X), Number of titles=1, Right Action=2 icons",Top bar (Android),Unknown File,0
